id_student,code_module,code_presentation,risk_tier,dropout_risk_score,total_clicks,avg_score,submissions,active_days,num_of_prev_attempts,final_result
2399361,BBB,2013B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
653174,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
692961,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
446825,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
587552,DDD,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
588815,DDD,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
592658,DDD,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2313615,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
683802,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2496235,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2509297,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
75118,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
194073,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
656978,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
654407,CCC,2014J,Critical,9.6,2.0,0.0,0.0,1.0,0,Withdrawn
654828,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
651156,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
649523,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
683912,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
592804,DDD,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
339656,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
696481,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
26269,FFF,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
487386,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
588504,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2239539,FFF,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
388168,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
590310,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
484351,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
484446,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
271702,FFF,2014B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
599876,DDD,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
600289,DDD,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
398965,BBB,2013B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
230656,FFF,2014J,Critical,9.6,2.0,0.0,0.0,1.0,0,Withdrawn
564460,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
565008,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
1983331,FFF,2013J,Critical,9.6,1.0,0.0,0.0,1.0,0,Withdrawn
1996746,BBB,2013B,Critical,9.6,0.0,0.0,0.0,0.0,3,Withdrawn
653854,FFF,2014J,Critical,9.6,6.0,0.0,0.0,1.0,0,Withdrawn
654338,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
259182,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
555110,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
649686,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
648589,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
558354,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
646083,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
540885,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
585485,DDD,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
479921,DDD,2014B,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
2485856,DDD,2013J,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
587900,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2662451,DDD,2013J,Critical,9.6,1.0,0.0,0.0,1.0,2,Withdrawn
75469,DDD,2014B,Critical,9.6,0.0,0.0,0.0,0.0,4,Withdrawn
2524794,FFF,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
487573,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
115875,FFF,2014B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
582496,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
585283,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
1107596,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
581959,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
362356,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
552931,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
584588,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
584892,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
585618,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
583179,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
509417,DDD,2014B,Critical,9.6,3.0,0.0,0.0,1.0,1,Withdrawn
537238,DDD,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
228635,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
578264,BBB,2013J,Critical,9.6,10.0,0.0,0.0,1.0,0,Withdrawn
621675,DDD,2014B,Critical,9.6,3.0,0.0,0.0,1.0,0,Withdrawn
485949,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
628150,DDD,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2509531,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2602253,FFF,2014J,Critical,9.6,1.0,0.0,0.0,1.0,0,Withdrawn
438379,BBB,2013B,Critical,9.6,0.0,0.0,0.0,0.0,2,Withdrawn
529179,CCC,2014J,Critical,9.6,1.0,0.0,0.0,1.0,0,Withdrawn
511859,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
268727,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
586435,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
591309,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
576179,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
550205,DDD,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
680333,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
679037,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
679528,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
679675,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
679919,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
653336,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
516519,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
685740,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
675758,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2365101,AAA,2014J,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
91041,GGG,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2632668,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
581647,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
2462281,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
576550,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
613983,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
614562,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
611979,BBB,2014B,Critical,9.6,7.0,0.0,0.0,1.0,0,Withdrawn
647940,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
646515,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
2288493,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
640501,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
556929,BBB,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
620230,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
620289,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
618710,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
597190,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
616428,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
617905,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
598259,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
608774,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
605956,BBB,2014B,Critical,9.6,4.0,0.0,0.0,1.0,0,Withdrawn
607339,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
594727,GGG,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
598268,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
598629,FFF,2013J,Critical,9.6,4.0,0.0,0.0,1.0,0,Withdrawn
2687012,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
835603,DDD,2014B,Critical,9.6,0.0,0.0,0.0,0.0,1,Withdrawn
444388,DDD,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
507485,BBB,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
104215,DDD,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
124210,DDD,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
274237,FFF,2013B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
600037,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
316454,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
319035,CCC,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
309258,DDD,2014J,Critical,9.6,0.0,0.0,0.0,0.0,3,Withdrawn
1972368,FFF,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
621731,BBB,2014B,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
594221,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
594737,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
626835,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
628819,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
630465,BBB,2014J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
87042,FFF,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
381528,FFF,2014J,Critical,9.6,3.0,0.0,0.0,1.0,0,Withdrawn
573758,BBB,2013J,Critical,9.6,0.0,0.0,0.0,0.0,0,Withdrawn
